Ticker,Quarterly_Context,Monthly_Context,Weekly_Context,Monthly_Signal,Monthly_Anchor_Date,Monthly_Test1_Date,Monthly_Test2_Date,Weekly_Signal,Weekly_Anchor_Date,Weekly_Test1_Date,Weekly_Test2_Date,Daily_Confirmation,Verdict,Priority,Action,Entry_Trigger,Invalidation,Key_Level_Support,Key_Level_Resistance,Weekly_CLV,Weekly_RelVol,Current_Price
ABT,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-19,,,NONE,BEARISH (Short-Term Exhaustion),LOW,WAIT_FOR_TEST,"Look for a subsequent low volume Test (No Supply) of the 105.78 area, or a clear reversal pattern on lower timeframes.",A close below 105.77 (low of the climax bar) would indicate continuation of markdown.,105.78 (Potential Low/Support),121.37 (Previous Support/Resistance),-0.8,3.14,107.42
ABVX,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2026-01-01,,,BUYING_CLIMAX_CONFIRMED_EARLY,2026-01-12,2026-01-19,,TEST_OBSERVED,BEARISH,MEDIUM,ENTER_NOW,Short entry on failure to break 125.86 or a break and sustained move below 113.64.,Sustained move above 130.00.,125.86 (Recent High Resistance),113.64 (Swing Low Support),0.39,0.77,122.12
ACLX,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2025-12-01,,,NONE,,,,NONE,NEUTRAL-TO-BEARISH (Caution),LOW,MONITOR,Wait for a low volume up-bar or a successful Test of the 66.00-68.00 zone.,A strong weekly close above 76.50 (Absorption confirmed) or a breakdown below 66.00 (Distribution confirmed).,76.50 (Supply/Resistance),66.00 (Recent Low Support),-0.68,1.71,67.7
ACN,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2025-09-01,,,NONE,,,,NONE,NEUTRAL-TO-BULLISH,LOW,MONITOR,"Entry on a breakout above 291.09, or a clean low volume pull-back (Test) towards 272.22.",Close below 270.00.,291.09 (Resistance/All-time High area),272.22 (Immediate Support/Demand line),0.05,0.87,281.07
AEO,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2025-09-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,"A break and close below 24.07, confirming markdown continuation.",A decisive recovery and close above 26.00.,26.69 (Recent Resistance),24.07 (Immediate Support),-0.95,0.87,24.14
AEVA,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-01-01,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-12,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,"Entry below the low of the current bar, targeting 12.30.",A rally back above 18.50.,22.62 (Selling Climax High),15.76 (Immediate Support Break),-0.99,1.46,15.79
AGIO,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2025-12-01,,,NONE,,,,TEST_OBSERVED,NEUTRAL-TO-BULLISH,LOW,MONITOR,"Sustained move above 29.44 on high volume, or a low volume Test (No Supply) pullback towards 27.00.",Close below 26.25.,29.44 (Immediate Resistance),26.25 (Test Low/Support),0.61,0.8,28.54
AIG,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-05,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,A clean break and close below 71.24.,A close back above 75.00.,73.70 (Immediate Resistance),71.24 (Recent Low Support),-0.13,0.85,72.32
AIQ,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2025-11-01,,,NONE,,,,TEST_OBSERVED,BULLISH,LOW,MONITOR,Entry on volume increase and clear breakout above 53.25.,Close below 50.87.,53.25 (Resistance),50.87 (Immediate Support/Demand),0.81,0.98,52.51
AL,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2025-09-01,,,NONE,,,,NONE,NEUTRAL (Extreme Narrow Trading Range),LOW,MONITOR,Wait for a high volume breakout (either direction) from the 64.10 - 64.47 range.,N/A (Pending clarity from range expansion).,64.47 (Resistance/Recent High),64.10 (Immediate Support),0.47,0.62,64.42
ALC,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2025-10-01,2026-01-01,,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,"Entry on a sustained move above 80.50, targeting the 82.50 high.",Close below 78.00.,82.50 (Resistance),78.26 (Immediate Support),0.05,0.84,80.29
ALL,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-12,,,NONE,NEUTRAL (Volatile Accumulation Attempt),LOW,WAIT_FOR_TEST,Low volume Test (No Supply) near 191.13 or 192.00. Wait for clear demand signal.,Close below 190.00.,215.00 (Recent Resistance),191.13 (Climax Low Support),0.02,1.09,193.65
AMBA,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-05,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Break and close below 65.24.,A strong rally and close above 71.40.,71.40 (Immediate Resistance),65.24 (Immediate Support/Demand),-0.37,0.87,67.19
AMH,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-01-05,,,TEST_OBSERVED,BULLISH,LOW,WAIT_FOR_TEST,"Entry on a breakout above 32.65, or a low volume pullback to 31.50.",Close below 31.00.,32.65 (Resistance/High),31.50 (Immediate Support),0.08,1.12,31.99
AMZU,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2025-09-01,,,NONE,,,,NONE,BULLISH (Short-Term),LOW,MONITOR,"Entry on a break above 37.50, aiming for 40.40.",Close below 35.00.,40.40 (Resistance/Recent High),37.04 (Immediate Support),0.8,0.9,37.05
APGE,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-19,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,"Short entry on any relief rally towards 72.00, or a continued break below 67.97.",Close above 75.00.,84.56 (Resistance),75.01 (Prior Support),-0.72,2.18,70.02
ARE,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2025-12-01,,,NONE,,,,NONE,BULLISH (Potential Climax Warning),LOW,MONITOR,"Entry on continuation above 59.76, assuming momentum persists.",Close below 56.00.,59.76 (Immediate Resistance),56.00 (Immediate Support),0.96,1.1,59.69
