Ticker,Quarterly_Context,Monthly_Context,Weekly_Context,Monthly_Signal,Monthly_Anchor_Date,Monthly_Test1_Date,Monthly_Test2_Date,Weekly_Signal,Weekly_Anchor_Date,Weekly_Test1_Date,Weekly_Test2_Date,Daily_Confirmation,Verdict,Priority,Action,Entry_Trigger,Invalidation,Key_Level_Support,Key_Level_Resistance,Weekly_CLV,Weekly_RelVol,Current_Price
AAOI,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,TEST_OBSERVED,NEUTRAL,LOW,MONITOR,Strong bullish reversal bar on high volume reclaiming 130.00,110.50,110.50,130.00,-0.59,0.5,114.44
AAPL,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-22,2026-07-06,,TEST_OBSERVED,BEARISH,HIGH,ENTER_NOW,Bearish rejection or upthrust near 315.00,318.00,273.75,307.00,0.51,0.75,313.39
ABT,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,TEST_OBSERVED,NEUTRAL,MEDIUM,MONITOR,High-volume breakout above 98.14 or stopping volume near 91.75,91.50,91.75,95.18,-0.15,0.71,95.18
ABVX,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-22,2026-07-06,,TEST_OBSERVED,BULLISH,HIGH,ENTER_NOW,Bullish reversal candle reclaiming 145.00 on rising volume,131.86,131.86,136.85,-0.7,0.67,138.54
ACLX,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2025-12-01,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-04-27,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Breakdown below 114.50 on high volume,115.30,114.50,115.00,0.14,2.55,115.07
ACM,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-05-01,,,NONE,,,,TEST_OBSERVED,NEUTRAL,LOW,MONITOR,Bullish wide-range bar with high volume above 70.50,66.00,66.28,67.89,-0.23,0.69,67.89
ACN,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-01,2026-07-01,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-15,,,TEST_OBSERVED,BULLISH,MEDIUM,WAIT_FOR_TEST,Successful test of 133.50 on low volume or break above 140.00,126.00,118.15,133.50,-0.3,0.79,137.19
ACWI,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Breakdown below 153.05 on high volume,158.52,153.05,155.90,-0.2,0.96,155.9
ACWX,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,TEST_OBSERVED,NEUTRAL,LOW,MONITOR,Reclaim of 76.00 on high volume or breakdown of 74.00,73.80,74.00,74.92,-0.26,0.44,74.92
ADBE,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-01,2026-07-01,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-08,2026-07-06,,NONE,BEARISH,VERY_HIGH,ENTER_PENDING_DAILY,Bearish rejection candle near 225.00-230.00,231.00,190.12,220.94,-0.1,0.75,220.94
ADP,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,TEST_OBSERVED,BULLISH,MEDIUM,MONITOR,Break above 243.50 on expansion of volume,237.00,237.42,241.37,-0.28,0.43,241.37
ADSK,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-01,2026-07-01,,NONE,,,,TEST_OBSERVED,BEARISH,MEDIUM,MONITOR,Bearish rejection or upthrust near 210.00-215.00,216.00,185.50,206.04,-0.45,0.7,206.04
AGI,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-06-22,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Breakdown below 28.17 on heavy volume,31.50,28.17,29.23,-0.49,0.98,29.23
AIQ,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-01,2026-07-01,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-22,,,TEST_OBSERVED,NEUTRAL,MEDIUM,WAIT_FOR_TEST,Reclaim of 64.33 on above-average volume,61.00,61.08,62.57,-0.08,0.89,62.57
AKAM,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2026-04-01,,,NONE,,,,NONE,BULLISH,LOW,MONITOR,Follow-through breakout above 127.35,112.30,112.30,126.57,0.9,0.86,126.57
AKR,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-08,2026-07-06,,TEST_OBSERVED,NEUTRAL,MEDIUM,ENTER_NOW,Breakout above 21.61 on high volume,20.79,20.79,21.31,-0.4,0.77,21.31
AKTS,BULLISH_TREND,NEUTRAL,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-06-29,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Stopping volume signal near 25.84 support,33.00,25.84,28.69,-0.13,1.61,28.69
ALGM,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-06-22,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Low volume test of 49.60 support,57.00,49.60,51.47,-0.7,1.27,51.47
ALHC,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-05-01,,,NONE,,,,TEST_OBSERVED,BEARISH,LOW,MONITOR,Break down below 19.50 on high volume,24.00,19.50,20.03,-0.81,1.61,20.03
ALMS,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,TEST_OBSERVED,BULLISH,MEDIUM,MONITOR,Pullback to 27.50-28.00 or break above 31.35,25.95,25.95,29.74,0.4,1.47,29.74
ALSN,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-29,2026-07-06,,TEST_OBSERVED,BEARISH,MEDIUM,ENTER_NOW,Breakdown below 109.70,117.50,109.70,111.75,-0.48,0.85,111.75
AMAT,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-06-22,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Stopping volume signal near 527.63,630.00,527.63,570.50,-0.15,0.92,570.5
AMBA,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-06-29,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Reversal candle on the daily chart near 70.75 support,88.50,70.75,74.74,-0.55,1.15,74.74
AMZN,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-22,2026-07-06,,TEST_OBSERVED,BULLISH,MEDIUM,ENTER_NOW,Reclaim of 245.00 on rising volume,240.00,240.52,243.62,-0.26,0.6,243.62
ANDG,BULLISH_TREND,NEUTRAL,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-29,,,TEST_OBSERVED,NEUTRAL,LOW,WAIT_FOR_TEST,Breakout above 41.48 on high volume,36.00,36.15,39.40,0.22,0.86,39.4
APGE,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_CONFIRMED_EARLY,2026-06-22,2026-07-06,,TEST_OBSERVED,BEARISH,HIGH,ENTER_NOW,Breakdown below 132.45,134.00,132.45,133.25,-0.68,0.75,133.25
ARCC,BEARISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,NONE,NEUTRAL,LOW,MONITOR,Breakout above 18.89 or below 18.25,18.50,18.25,18.38,-0.59,0.6,18.38
ARES,BEARISH_TREND,BEARISH_TREND,BULLISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,TEST_OBSERVED,NEUTRAL,MEDIUM,MONITOR,Reclaim of 122.14 on high volume,111.16,111.16,116.50,-0.47,0.45,118.0
ARM,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,TEST_OBSERVED,BEARISH,LOW,MONITOR,Clear stopping volume signal near 290.00,340.00,290.45,300.24,-0.59,0.54,300.24
ARWR,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_STRONG,2026-06-22,2026-06-29,2026-07-06,TEST_OBSERVED,BULLISH,HIGH,ENTER_NOW,Breakout above 87.83 on strong volume,83.00,78.81,83.13,0.11,0.75,85.74
ASH,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-22,2026-06-29,,NONE,BEARISH,HIGH,ENTER_PENDING_DAILY,Breakdown of 62.82 on high volume,67.50,62.82,63.70,-0.61,0.53,63.7
ASTS,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-01,2026-07-01,,NONE,,,,TEST_OBSERVED,BEARISH,MEDIUM,MONITOR,Breakdown of 73.20 on high volume,85.00,73.20,74.95,-0.77,0.48,74.95
AU,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-22,2026-07-06,,TEST_OBSERVED,BEARISH,MEDIUM,ENTER_NOW,Close below 77.54,85.40,77.54,79.83,-0.42,0.62,79.83
AVAV,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Breakdown below 157.01,175.00,157.01,157.78,-0.96,1.14,157.78
AVGX,BULLISH_TREND,BULLISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-01,2026-07-01,,NONE,,,,TEST_OBSERVED,BULLISH,MEDIUM,MONITOR,Breakout above 50.64 on rising volume,42.69,41.50,42.69,0.62,0.89,49.11
AXTI,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,TEST_OBSERVED,NEUTRAL,LOW,MONITOR,Reclaim of 68.38 on heavy volume,53.36,53.36,56.80,-0.43,0.66,60.12
BAH,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-22,2026-07-06,,TEST_OBSERVED,BULLISH,MEDIUM,ENTER_NOW,Reclaim of 64.15 on expansion of volume,59.50,59.50,62.68,0.19,0.84,62.68
BAM,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,Bullish daily reversal candle above 45.50,44.50,44.98,45.50,-0.57,0.62,45.5
BE,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-22,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Breakdown of 235.34,280.00,235.34,254.29,-0.46,1.1,254.29
BFAM,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-05-01,2026-07-01,,NONE,,,,TEST_OBSERVED,BULLISH,MEDIUM,MONITOR,Breakout above 78.06 or reclaim of 76.50,73.00,73.38,75.09,-0.27,0.63,75.09
BKU,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-06-22,,,TEST_OBSERVED,BULLISH,LOW,WAIT_FOR_TEST,Bullish reversal candle above 48.00 on rising volume,47.00,47.34,47.63,-0.75,0.74,47.63
BNTX,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,NONE,BEARISH,MEDIUM,MONITOR,Breakdown below 92.26,96.00,92.26,93.53,-0.3,0.58,93.53
BRBR,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-05-01,2026-07-01,,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,Breakout above 13.52 on expanding volume,12.78,12.80,13.18,-0.49,0.86,13.18
BSX,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-01,2026-07-01,,NONE,,,,TEST_OBSERVED,NEUTRAL,MEDIUM,MONITOR,Breakout of 46.37 with heavy volume,43.80,43.84,44.81,-0.23,0.62,44.81
BSY,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-01,2026-07-01,,NONE,,,,TEST_OBSERVED,BEARISH,MEDIUM,MONITOR,Breakdown of 31.40,32.50,31.40,31.65,-0.79,0.72,31.65
BWIN,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,TEST_OBSERVED,BULLISH,MEDIUM,MONITOR,Reclaim of 27.50 on expanding volume,26.40,26.43,26.87,-0.89,0.56,26.87
BXSL,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,NONE,NEUTRAL,LOW,MONITOR,Breakout above 23.90 with volume,23.00,23.05,23.11,-0.86,0.71,23.11
CALX,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-22,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Breakdown below 37.58,39.50,37.58,37.77,-0.8,0.78,37.77
