Ticker,Quarterly_Context,Monthly_Context,Weekly_Context,Monthly_Signal,Monthly_Anchor_Date,Monthly_Test1_Date,Monthly_Test2_Date,Weekly_Signal,Weekly_Anchor_Date,Weekly_Test1_Date,Weekly_Test2_Date,Daily_Confirmation,Verdict,Priority,Action,Entry_Trigger,Invalidation,Key_Level_Support,Key_Level_Resistance,Weekly_CLV,Weekly_RelVol,Current_Price
ABT,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-01-19,2026-02-09,,TEST_OBSERVED,BEARISH,MEDIUM,ENTER_NOW,Break below 109.50,112.80,122.48,105.27,0.71,0.6,112.28
ABVX,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-01-01,2026-02-01,,BUYING_CLIMAX_CONFIRMED_STRONG,2026-01-12,2026-01-19,2026-02-02,TEST_OBSERVED,BEARISH,VERY_HIGH,ENTER_NOW,Break below 116.01,122.55,134.85,111.15,-0.03,0.16,119.18
ACLX,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2025-12-01,,,NONE,,,,TEST_OBSERVED,NEUTRAL,LOW,MONITOR,Volume spike above 5M shares,60.35,76.50,63.33,-0.38,0.35,67.24
ACWX,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_CONFIRMED_EARLY,2026-01-26,2026-02-09,,TEST_OBSERVED,BEARISH,HIGH,ENTER_NOW,Break below 72.26,73.40,72.33,70.30,0.63,0.55,73.16
AEVA,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-01-01,2026-02-01,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-01-12,2026-02-09,,TEST_OBSERVED,BEARISH,VERY_HIGH,ENTER_NOW,Break below 12.37,14.31,19.34,11.18,-0.41,0.36,12.94
AFRM,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-02-02,2026-02-09,,NONE,BEARISH,MEDIUM,ENTER_PENDING_DAILY,Failure to hold 57.00,64.62,84.65,55.33,0.24,0.63,59.65
AGIO,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2025-12-01,2026-02-01,,NONE,,,,TEST_OBSERVED,BULLISH,MEDIUM,MONITOR,Break above 28.54,26.04,30.04,26.04,0.53,0.23,27.13
AHR,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_CONFIRMED_EARLY,2026-01-26,2026-02-09,,TEST_OBSERVED,BEARISH,HIGH,ENTER_NOW,Break below 48.58,50.61,50.61,45.37,0.86,0.35,50.47
AIQ,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-01-01,,,NONE,,,,TEST_OBSERVED,BEARISH,LOW,MONITOR,Break below 49.64,51.87,53.94,48.28,0.33,0.45,50.77
ALC,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2025-10-01,2026-02-01,,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,Break above 81.05,78.04,82.50,76.74,0.62,0.57,80.48
ALKT,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-02-02,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Break below 16.65,19.36,24.46,16.23,0.3,0.48,17.34
ALL,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-01-12,2026-01-26,,NONE,BEARISH,MEDIUM,ENTER_PENDING_DAILY,Break below 198.16,208.59,216.75,191.13,-0.43,0.59,201.15
AMH,BEARISH_TREND,BEARISH_TREND,BULLISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2026-01-01,2026-02-01,,NONE,,,,TEST_OBSERVED,BULLISH,MEDIUM,MONITOR,Break above 31.85,30.53,32.65,28.85,0.89,0.41,31.77
AMKR,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_CONFIRMED_EARLY,2026-01-01,2026-02-01,,NONE,,,,NONE,NEUTRAL,MEDIUM,MONITOR,Clear break above 55.17,47.97,55.17,42.14,0.62,0.98,53.46
AMSC,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-02-02,,,NONE,BULLISH,LOW,WAIT_FOR_TEST,Break above 32.36,27.74,34.50,24.87,0.79,0.87,31.88
AMZN,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-02-02,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Break below 203.35,212.81,248.94,200.31,-0.24,0.72,206.96
AMZU,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-02-02,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Break below 26.46,28.99,40.40,25.48,-0.24,0.87,27.42
APH,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-01-26,2026-02-09,,TEST_OBSERVED,BEARISH,HIGH,ENTER_NOW,Break below 136.61,147.38,167.04,126.21,0.4,0.48,144.14
APLS,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-01-26,,,TEST_OBSERVED,NEUTRAL,LOW,WAIT_FOR_TEST,Break above 24.10,22.50,27.46,19.26,-0.87,0.34,22.58
APO,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-02-02,,,NONE,NEUTRAL,LOW,WAIT_FOR_TEST,Price stability above 135,132.36,153.29,122.06,-0.98,0.63,132.43
ARCC,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-02-02,,,NONE,BULLISH,LOW,WAIT_FOR_TEST,Break above 20.03,19.02,21.14,18.76,0.86,0.52,19.96
ARE,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2025-12-01,2026-02-01,,NONE,,,,TEST_OBSERVED,BULLISH,MEDIUM,MONITOR,Break above 57.20,54.37,59.76,53.14,0.76,0.23,56.86
ARES,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2025-12-01,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-02-02,2026-02-09,,NONE,BEARISH,MEDIUM,ENTER_PENDING_DAILY,Break below 131.02,138.31,180.02,119.40,0.64,0.52,136.99
ARWR,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-02-02,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Break below 61.45,65.10,76.76,60.62,-0.19,0.65,62.92
AS,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2025-10-01,2026-02-01,,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,Break above 41.23,37.90,41.23,34.82,0.38,0.79,40.2
ASML,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_CONFIRMED_EARLY,2026-01-26,2026-02-09,,TEST_OBSERVED,BEARISH,HIGH,ENTER_NOW,Break below 1408.60,1439.90,1493.48,1133.48,-0.68,0.3,1413.62
ATO,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_CONFIRMED_EARLY,2026-01-26,2026-02-09,,TEST_OBSERVED,NEUTRAL,HIGH,ENTER_NOW,Spike in volume above 175,169.82,176.22,163.57,0.86,0.45,174.17
AVAV,BULLISH_TREND,BULLISH_TREND,BEARISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-01-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Break below 253.00,277.92,408.25,227.47,-0.18,0.37,263.26
AXON,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-02-02,2026-02-09,,NONE,BEARISH,MEDIUM,ENTER_PENDING_DAILY,Break below 412.00,458.14,649.89,396.41,0.52,0.83,446.97
AXTA,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2025-10-01,,,NONE,,,,TEST_OBSERVED,BULLISH,LOW,MONITOR,Break above 35.12,33.53,35.12,31.45,0.12,0.53,34.42
AXTI,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-01-01,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-12,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Break below 23.60,28.42,28.42,14.62,-0.69,0.95,24.35
BABX,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2025-10-01,,,NONE,,,,TEST_OBSERVED,BEARISH,LOW,MONITOR,Break below 41.88,45.69,53.35,35.25,0.56,0.27,44.86
BAH,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,BUYING_CLIMAX_CONFIRMED_EARLY,2025-12-01,2026-02-01,,NONE,,,,TEST_OBSERVED,BEARISH,MEDIUM,MONITOR,Break below 88.47,90.54,109.10,81.15,0.43,0.26,89.95
BAM,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-02-02,,,NONE,BULLISH,LOW,WAIT_FOR_TEST,Break above 53.04,49.75,55.93,46.76,0.91,0.74,52.9
BANC,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_CONFIRMED_STRONG,2025-10-01,2025-11-01,2025-12-01,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,Break above 21.20,20.38,21.61,19.11,-0.32,0.32,20.66
BBIO,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-01-12,,,TEST_OBSERVED,BULLISH,LOW,WAIT_FOR_TEST,Break above 72.98,67.82,81.32,62.84,0.8,0.44,72.47
BBT,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_CONFIRMED_EARLY,2025-12-01,2026-02-01,,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,Break above 31.85,30.89,31.85,25.08,-0.1,0.33,31.32
BBVA,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-02-02,2026-02-09,,NONE,BEARISH,HIGH,ENTER_PENDING_DAILY,Break below 24.18,24.69,26.20,23.06,0.45,0.45,24.55
BBWI,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2025-11-01,2026-02-01,,NONE,,,,NONE,BEARISH,MEDIUM,MONITOR,Break below 22.37,23.30,23.73,19.87,-0.77,0.26,22.48
BCE,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-02-02,2026-02-09,,NONE,BEARISH,HIGH,ENTER_PENDING_DAILY,Break below 25.09,26.02,26.49,23.20,0.58,0.56,25.83
BE,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2025-11-01,2026-02-01,,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,Break above 157.62,141.38,176.49,131.66,-0.1,0.33,148.7
BEP,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2025-11-01,2026-02-01,,NONE,,,,TEST_OBSERVED,BEARISH,MEDIUM,MONITOR,Break below 30.36,31.29,31.29,26.30,0.14,0.3,30.89
BFH,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-01-12,2026-02-09,,TEST_OBSERVED,BULLISH,HIGH,ENTER_NOW,Break above 79.93,75.90,79.93,67.78,-0.34,0.36,77.11
BHP,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_CONFIRMED_EARLY,2026-01-26,2026-02-09,,TEST_OBSERVED,NEUTRAL,HIGH,ENTER_NOW,Break above 74.98,70.34,74.98,61.14,0.77,0.52,72.35
BKKT,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-01-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Break below 10.61,11.95,22.11,9.80,-0.99,0.21,10.62
BKSY,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_CONFIRMED_EARLY,2025-10-01,2026-02-01,,NONE,,,,NONE,BEARISH,MEDIUM,MONITOR,Break below 22.12,24.95,29.79,18.23,-0.55,0.27,22.76
BRBR,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2026-01-01,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-02-02,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Failure to hold 18.00,19.69,28.26,18.13,-0.96,0.61,18.16
BROS,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-26,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Break below 54.99,57.50,63.95,51.76,-0.95,0.64,55.05
BRZE,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-02-02,2026-02-09,,NONE,BEARISH,MEDIUM,ENTER_PENDING_DAILY,Break below 16.87,19.40,34.53,16.87,0.18,0.7,18.36
BSX,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-02-02,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Break below 73.92,75.79,100.90,73.92,-0.65,0.78,74.25
BSY,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2025-10-01,,,NONE,,,,NONE,BULLISH,LOW,MONITOR,Break above 35.10 on rising volume,30.90,30.96,35.31,0.72,0.43,34.78
BWIN,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2025-12-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Failure to hold 17.00,19.60,16.80,19.91,-0.88,0.75,17.0
BX,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-02-02,2026-02-09,,NONE,BEARISH,MEDIUM,ENTER_PENDING_DAILY,Break below 127.00,140.80,123.83,135.56,0.59,0.8,133.82
BXSL,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-02-02,,,NONE,BULLISH,LOW,WAIT_FOR_TEST,Follow-through above 25.80,24.60,24.17,26.11,0.82,0.49,25.67
CADE,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-01-01,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-26,,,NONE,NEUTRAL,LOW,WAIT_FOR_TEST,Clearance of 44.50 with volume expansion,41.50,41.59,43.58,-0.48,4.8,42.11
CAI,BEARISH_TREND,NEUTRAL,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-01-12,2026-02-09,,TEST_OBSERVED,BULLISH,MEDIUM,ENTER_NOW,Close above 23.20,21.10,21.18,23.15,-0.29,0.32,22.17
CALX,BULLISH_TREND,BULLISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-26,,,NONE,BULLISH,LOW,WAIT_FOR_TEST,Break of 55.00,50.80,44.25,57.32,-0.31,0.93,54.52
CBRL,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2025-12-01,2026-02-01,,NONE,,,,TEST_OBSERVED,BEARISH,MEDIUM,MONITOR,Break below 32.50,34.00,27.95,34.43,-0.96,0.19,32.55
CBSH,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2025-10-01,2026-02-01,,NONE,,,,NONE,BULLISH,MEDIUM,MONITOR,Break of 55.85,53.20,51.56,55.84,-0.31,0.54,54.91
CCI,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_WATCH_FOR_TEST,2026-02-02,,,NONE,BULLISH,LOW,WAIT_FOR_TEST,Break above 85.20,79.80,77.01,85.13,0.78,0.51,84.54
CCOI,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,BUYING_CLIMAX_CONFIRMED_EARLY,2025-12-01,2026-02-01,,NONE,,,,NONE,BEARISH,MEDIUM,MONITOR,Weak close below 26.00,26.65,22.30,26.59,0.85,0.34,26.36
CDE,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,BUYING_CLIMAX_CONFIRMED_EARLY,2026-01-01,2026-02-01,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-01-26,2026-02-09,,TEST_OBSERVED,BEARISH,VERY_HIGH,ENTER_NOW,Break below 21.60,23.00,19.07,23.45,0.33,0.42,22.84
