Ticker,Quarterly_Context,Monthly_Context,Weekly_Context,Monthly_Signal,Monthly_Anchor_Date,Monthly_Test1_Date,Monthly_Test2_Date,Weekly_Signal,Weekly_Anchor_Date,Weekly_Test1_Date,Weekly_Test2_Date,Daily_Confirmation,Verdict,Priority,Action,Entry_Trigger,Invalidation,Key_Level_Support,Key_Level_Resistance,Weekly_CLV,Weekly_RelVol,Current_Price
AAOI,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Breakdown below $76.00 or rejection at $102.00 on low volume,$103.00,$76.01,$102.95,-0.96,0.73,76.52
ABT,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,NONE,BULLISH,LOW,MONITOR,Successful low-volume test around $103.50,$99.30,$103.38,$110.04,0.39,0.77,108.0
ACM,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-05-01,,,NONE,,,,TEST_OBSERVED,BULLISH,LOW,MONITOR,Low-volume pullback toward $71.00 level,$67.20,$70.45,$75.46,0.25,0.96,73.57
ACN,BEARISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,NONE,BULLISH,LOW,MONITOR,Low-volume retest of $165-$170 support area,$149.50,$149.58,$176.40,0.76,1.03,173.17
ACWI,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Break and close below $151.40,$155.80,$151.42,$155.79,-0.52,0.57,152.47
ACWX,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Breakdown below $72.80,$74.90,$72.88,$74.92,-0.72,0.89,73.17
ADBE,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,NONE,BULLISH,LOW,MONITOR,Low-volume pullback to $250.00 area,$229.00,$229.79,$266.28,0.84,1.13,263.43
ADP,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,TEST_OBSERVED,BULLISH,LOW,MONITOR,Pullback test to $260.00 on reduced volume,$250.00,$251.18,$280.59,0.51,1.0,273.37
ADSK,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,NONE,BULLISH,LOW,MONITOR,Successful low-volume test near $235.00,$212.00,$212.19,$249.14,0.79,0.98,245.25
AEHR,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-07-01,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-07-13,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Break below $63.80 support,$77.80,$63.81,$77.77,-0.77,0.74,65.4
AIQ,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,TEST_OBSERVED,BEARISH,LOW,MONITOR,Breakdown under $55.90,$59.20,$55.92,$59.21,-0.96,1.44,55.98
AKAM,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,STOPPING_VOLUME_WATCH_FOR_TEST,2026-04-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Breakdown below $107.00,$115.00,$107.11,$117.82,-0.94,0.5,107.41
AKTS,BULLISH_TREND,NEUTRAL,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-06-29,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Breakdown below $22.20,$25.20,$22.27,$25.20,-0.92,0.65,22.39
ALHC,BULLISH_TREND,BULLISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-05-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Break below $17.90 level,$19.60,$17.91,$19.60,-0.55,0.7,18.29
ALMS,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-03-01,,,NONE,,,,NONE,NEUTRAL,LOW,MONITOR,Bullish reversal bar on above-average volume above $26.50,$25.70,$25.80,$29.28,-0.67,0.53,26.38
ALNY,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-07-06,,,NONE,BULLISH,LOW,WAIT_FOR_TEST,Low-volume pullback toward $275.00,$262.00,$262.21,$290.60,0.56,0.92,286.62
ALSN,BULLISH_TREND,BULLISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-06-29,2026-07-13,,TEST_OBSERVED,NEUTRAL,HIGH,ENTER_NOW,"No Supply bar (low volume, narrow spread) above $114.00",$112.00,$113.71,$123.58,-0.8,0.88,114.66
AMBA,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-07-01,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-06-29,,,NONE,NEUTRAL,LOW,WAIT_FOR_TEST,Break above $75.70 on high volume or successful test of $63.00,$62.00,$63.15,$75.62,-0.03,1.47,69.19
AMKR,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,NONE,,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-07-27,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Break below $42.60,$62.00,$42.66,$64.98,-0.99,2.21,42.73
ANDG,BULLISH_TREND,NEUTRAL,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-06-29,2026-07-13,,NONE,BULLISH,HIGH,ENTER_PENDING_DAILY,Low-volume pullback toward $44.00 support,$42.50,$43.33,$48.32,0.12,1.27,46.12
ARCC,BULLISH_TREND,BEARISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,NONE,NEUTRAL,MEDIUM,MONITOR,Wide spread up bar on above-average volume above $19.00,$18.50,$18.53,$19.33,-0.85,0.73,18.71
ARES,BEARISH_TREND,BEARISH_TREND,BULLISH_TREND,STOPPING_VOLUME_CONFIRMED_EARLY,2026-03-01,2026-07-01,,NONE,,,,NONE,NEUTRAL,MEDIUM,MONITOR,Low-volume test near $123.50 holding support,$117.00,$123.12,$131.34,-0.64,0.81,124.6
ARM,BULLISH_TREND,BULLISH_TREND,BEARISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-06-01,,,NONE,,,,NONE,BEARISH,LOW,MONITOR,Break below $222.50,$260.00,$222.56,$268.20,-0.9,0.61,224.89
