Ticker,Quarterly_Context,Monthly_Context,Weekly_Context,Monthly_Signal,Monthly_Anchor_Date,Monthly_Test1_Date,Monthly_Test2_Date,Weekly_Signal,Weekly_Anchor_Date,Weekly_Test1_Date,Weekly_Test2_Date,Daily_Confirmation,Verdict,Priority,Action,Entry_Trigger,Invalidation,Key_Level_Support,Key_Level_Resistance,Weekly_CLV,Weekly_RelVol,Current_Price
A,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-02-23,2026-03-09,,TEST_OBSERVED,BULLISH,MEDIUM,ENTER_NOW,Price break above 117 with increasing volume,113.30,113.32,121.37,0.18,0.52,115.43
AAOI,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,BUYING_CLIMAX_WATCH_FOR_TEST,2026-03-02,,,NONE,BEARISH,LOW,WAIT_FOR_TEST,Break below 110 on high volume,127.50,86.05,114.62,0.59,0.96,120.49
ABVX,BEARISH_TREND,BULLISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-01-01,,,NONE,,,,TEST_OBSERVED,NEUTRAL,LOW,MONITOR,A high-volume wide spread up-bar closing near high,105.50,105.78,116.44,0.73,0.18,115.28
ACLX,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2025-12-01,2026-03-01,,BUYING_CLIMAX_CONFIRMED_EARLY,2026-02-23,2026-03-09,,TEST_OBSERVED,NEUTRAL,VERY_HIGH,ENTER_NOW,Clear break of 115.00 with sustained volume expansion,113.50,113.62,114.80,-0.2,0.49,114.39
ACM,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,BUYING_CLIMAX_WATCH_FOR_TEST,2026-02-01,,,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-02-09,,,TEST_OBSERVED,BEARISH,LOW,WAIT_FOR_TEST,Test of 88.00 level; failure to hold is a short signal,95.00,87.56,94.33,-0.6,0.27,91.37
ACN,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_WATCH_FOR_TEST,2026-02-01,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-02-23,2026-03-09,,TEST_OBSERVED,BULLISH,MEDIUM,ENTER_NOW,Price crossing above 203.00 with volume expansion,188.50,188.73,208.72,-0.76,0.57,201.63
ACWI,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-03-02,2026-03-09,,NONE,BEARISH,MEDIUM,ENTER_PENDING_DAILY,Break below 139.00,145.00,140.63,144.81,0.37,0.77,143.05
ACWX,BEARISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-03-02,2026-03-09,,NONE,BEARISH,MEDIUM,ENTER_PENDING_DAILY,Failure at 71.00 level,72.00,68.50,71.44,0.37,0.76,70.29
ADP,BEARISH_TREND,BEARISH_TREND,BEARISH_TREND,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-02-01,2026-03-01,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-02-23,2026-03-09,,TEST_OBSERVED,BULLISH,VERY_HIGH,ENTER_NOW,Pullback to 214 followed by a bounce,210.00,203.26,212.50,-0.25,0.57,217.37
ADSK,BULLISH_TREND,BEARISH_TREND,BEARISH_TREND,NONE,,,,STOPPING_VOLUME_CONFIRMED_EARLY,2026-02-09,2026-03-09,,TEST_OBSERVED,BULLISH,HIGH,ENTER_NOW,Break above 260.00,243.00,215.01,245.87,-0.67,0.42,253.85
AEHR,BULLISH_TREND,BULLISH_TREND,BULLISH_TREND,NONE,,,,SUPPLY_DOMINANCE_CONFIRMED_EARLY,2026-03-02,2026-03-09,,NONE,BEARISH,HIGH,ENTER_PENDING_DAILY,Loss of 34.80 level,42.50,34.80,41.96,0.31,0.73,41.96
